DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter627,Eletriptan,DDInter836,Goldenseal,Moderate
DDInter627,Eletriptan,DDInter980,Isavuconazonium,Moderate
DDInter627,Eletriptan,DDInter1027,Lasmiditan,Major
DDInter627,Eletriptan,DDInter1034,Lemborexant,Moderate
DDInter627,Eletriptan,DDInter1059,Levomilnacipran,Major
DDInter627,Eletriptan,DDInter1062,Levorphanol,Moderate
DDInter627,Eletriptan,DDInter1087,Lonafarnib,Major
DDInter627,Eletriptan,DDInter1329,Oliceridine,Moderate
DDInter627,Eletriptan,DDInter1372,Oxymorphone,Moderate
DDInter627,Eletriptan,DDInter1658,Selpercatinib,Moderate
DDInter627,Eletriptan,DDInter1698,Somapacitan,Moderate
DDInter627,Eletriptan,DDInter1760,Telotristat ethyl,Moderate
DDInter627,Eletriptan,DDInter1891,Tucatinib,Major
DDInter627,Eletriptan,DDInter1949,Voxelotor,Moderate
DDInter62,Ambrisentan,DDInter628,Elexacaftor,Moderate
DDInter133,Atorvastatin,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter193,Berotralstat,Major
DDInter223,Bosentan,DDInter628,Elexacaftor,Moderate
DDInter604,Drospirenone,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter614,Echinacea,Moderate
DDInter636,Empagliflozin,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter661,Erdafitinib,Moderate
DDInter683,Estrone sulfate,DDInter997,Ivacaftor,Moderate
DDInter684,Estrone sulfate (topical),DDInter997,Ivacaftor,Moderate
DDInter692,Ethinylestradiol,DDInter628,Elexacaftor,Moderate
DDInter707,Ezetimibe,DDInter628,Elexacaftor,Moderate
DDInter778,Fosaprepitant,DDInter997,Ivacaftor,Major
DDInter997,Ivacaftor,DDInter836,Goldenseal,Moderate
DDInter980,Isavuconazonium,DDInter997,Ivacaftor,Major
DDInter997,Ivacaftor,DDInter1034,Lemborexant,Major
DDInter997,Ivacaftor,DDInter1045,Levamlodipine,Moderate
DDInter1061,Levonorgestrel,DDInter628,Elexacaftor,Moderate
DDInter1087,Lonafarnib,DDInter997,Ivacaftor,Major
DDInter1098,Lovastatin,DDInter628,Elexacaftor,Moderate
DDInter1102,Lumateperone,DDInter997,Ivacaftor,Moderate
DDInter997,Ivacaftor,DDInter1105,Lurbinectedin,Moderate
DDInter1312,Norethisterone,DDInter628,Elexacaftor,Moderate
DDInter1315,Norgestrel,DDInter628,Elexacaftor,Moderate
DDInter1330,Olmesartan,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1415,Pemigatinib,Moderate
DDInter997,Ivacaftor,DDInter1435,Pexidartinib,Major
DDInter1479,Pitavastatin,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1485,Polatuzumab vedotin,Moderate
DDInter997,Ivacaftor,DDInter1504,Pralsetinib,Moderate
DDInter1509,Pravastatin,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1577,Relugolix,Major
DDInter997,Ivacaftor,DDInter1578,Remdesivir,Moderate
DDInter1581,Repaglinide,DDInter628,Elexacaftor,Moderate
DDInter1586,Revefenacin,DDInter628,Elexacaftor,Moderate
DDInter1593,Rifaximin,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1598,Rimegepant,Moderate
DDInter997,Ivacaftor,DDInter1601,Ripretinib,Moderate
DDInter1622,Rosuvastatin,DDInter628,Elexacaftor,Moderate
DDInter1656,Selexipag,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1658,Selpercatinib,Moderate
DDInter997,Ivacaftor,DDInter1659,Selumetinib,Moderate
DDInter1673,Simeprevir,DDInter628,Elexacaftor,Moderate
DDInter1675,Simvastatin,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1698,Somapacitan,Moderate
DDInter997,Ivacaftor,DDInter1750,Tazemetostat,Moderate
DDInter997,Ivacaftor,DDInter1760,Telotristat ethyl,Moderate
DDInter997,Ivacaftor,DDInter1891,Tucatinib,Major
DDInter997,Ivacaftor,DDInter1896,Ubrogepant,Moderate
DDInter1915,Valsartan,DDInter628,Elexacaftor,Moderate
DDInter997,Ivacaftor,DDInter1949,Voxelotor,Major
DDInter997,Ivacaftor,DDInter1959,Zanubrutinib,Moderate
DDInter1962,Zileuton,DDInter997,Ivacaftor,Moderate
DDInter629,Eliglustat,DDInter193,Berotralstat,Major
DDInter629,Eliglustat,DDInter614,Echinacea,Moderate
DDInter629,Eliglustat,DDInter661,Erdafitinib,Moderate
DDInter629,Eliglustat,DDInter821,Givosiran,Major
DDInter629,Eliglustat,DDInter836,Goldenseal,Moderate
DDInter980,Isavuconazonium,DDInter629,Eliglustat,Major
DDInter629,Eliglustat,DDInter1027,Lasmiditan,Moderate
DDInter629,Eliglustat,DDInter1034,Lemborexant,Moderate
DDInter629,Eliglustat,DDInter1045,Levamlodipine,Moderate
DDInter1087,Lonafarnib,DDInter629,Eliglustat,Major
DDInter629,Eliglustat,DDInter1329,Oliceridine,Major
DDInter629,Eliglustat,DDInter1435,Pexidartinib,Moderate
DDInter629,Eliglustat,DDInter1577,Relugolix,Major
DDInter629,Eliglustat,DDInter1601,Ripretinib,Moderate
DDInter629,Eliglustat,DDInter1658,Selpercatinib,Moderate
DDInter629,Eliglustat,DDInter1698,Somapacitan,Moderate
DDInter629,Eliglustat,DDInter1750,Tazemetostat,Moderate
DDInter629,Eliglustat,DDInter1760,Telotristat ethyl,Moderate
DDInter629,Eliglustat,DDInter1891,Tucatinib,Major
DDInter629,Eliglustat,DDInter1896,Ubrogepant,Moderate
DDInter629,Eliglustat,DDInter1949,Voxelotor,Major
DDInter1962,Zileuton,DDInter629,Eliglustat,Moderate
DDInter1791,Theophylline,DDInter614,Echinacea,Moderate
DDInter1791,Theophylline,DDInter821,Givosiran,Moderate
DDInter945,Interferon alfa-n3,DDInter1791,Theophylline,Moderate
DDInter949,Interferon gamma-1b,DDInter1791,Theophylline,Moderate
DDInter982,Isoetharine,DDInter1791,Theophylline,Moderate
DDInter1791,Theophylline,DDInter1063,Levosalbutamol,Moderate
DDInter1791,Theophylline,DDInter1048,Levobetaxolol (ophthalmic),Major
DDInter1791,Theophylline,DDInter1075,Liotrix,Moderate
DDInter1791,Theophylline,DDInter1081,Lithium carbonate,Moderate
DDInter1791,Theophylline,DDInter1198,Metocurine,Moderate
DDInter1791,Theophylline,DDInter1251,Mycophenolate mofetil,Minor
DDInter1791,Theophylline,DDInter1571,Rapacuronium,Moderate
DDInter1791,Theophylline,DDInter1644,Satralizumab,Moderate
DDInter1791,Theophylline,DDInter1698,Somapacitan,Moderate
DDInter1791,Theophylline,DDInter1790,Thallous Chloride,Moderate
DDInter1791,Theophylline,DDInter1799,"Thyroid, porcine",Moderate
DDInter1791,Theophylline,DDInter1962,Zileuton,Moderate
DDInter631,Eltrombopag,DDInter193,Berotralstat,Major
DDInter631,Eltrombopag,DDInter277,Calcium glycerophosphate,Moderate
DDInter631,Eltrombopag,DDInter374,Chromium picolinate,Moderate
DDInter631,Eltrombopag,DDInter442,Copper gluconate,Moderate
DDInter631,Eltrombopag,DDInter614,Echinacea,Moderate
DDInter631,Eltrombopag,DDInter727,Ferrous sulfate anhydrous,Moderate
DDInter631,Eltrombopag,DDInter977,Iron protein succinylate,Moderate
DDInter631,Eltrombopag,DDInter1027,Lasmiditan,Moderate
DDInter1102,Lumateperone,DDInter631,Eltrombopag,Moderate
DDInter631,Eltrombopag,DDInter1117,Magnesium glycinate,Moderate
DDInter631,Eltrombopag,DDInter1435,Pexidartinib,Major
DDInter631,Eltrombopag,DDInter1578,Remdesivir,Moderate
DDInter631,Eltrombopag,DDInter1598,Rimegepant,Moderate
DDInter631,Eltrombopag,DDInter1654,Selenium,Moderate
DDInter631,Eltrombopag,DDInter1891,Tucatinib,Moderate
DDInter631,Eltrombopag,DDInter1896,Ubrogepant,Moderate
DDInter632,Eluxadoline,DDInter175,Belladonna,Moderate
DDInter562,Dimenhydrinate,DDInter632,Eluxadoline,Moderate
DDInter1062,Levorphanol,DDInter632,Eluxadoline,Moderate
DDInter632,Eluxadoline,DDInter1329,Oliceridine,Moderate
DDInter1372,Oxymorphone,DDInter632,Eluxadoline,Moderate
DDInter632,Eluxadoline,DDInter1896,Ubrogepant,Moderate
DDInter633,Elvitegravir,DDInter661,Erdafitinib,Major
DDInter633,Elvitegravir,DDInter1034,Lemborexant,Moderate
DDInter633,Elvitegravir,DDInter1435,Pexidartinib,Moderate
DDInter633,Elvitegravir,DDInter1698,Somapacitan,Moderate
DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,DDInter634,Emapalumab,Major
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter634,Emapalumab,Major
DDInter206,Bifidobacterium longum infantis,DDInter634,Emapalumab,Moderate
DDInter634,Emapalumab,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1045,Levamlodipine,DDInter634,Emapalumab,Moderate
DDInter1127,Measles virus vaccine live attenuated,DDInter634,Emapalumab,Major
DDInter1240,Monomethyl fumarate,DDInter634,Emapalumab,Moderate
DDInter1248,Mumps virus strain B level jeryl lynn live antigen,DDInter634,Emapalumab,Major
DDInter634,Emapalumab,DDInter1329,Oliceridine,Moderate
DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",DDInter634,Emapalumab,Major
DDInter1894,Typhoid vaccine (live),DDInter634,Emapalumab,Major
DDInter1920,Varicella Zoster Vaccine (Recombinant),DDInter634,Emapalumab,Major
DDInter636,Empagliflozin,DDInter50,Aloe Vera Leaf,Moderate
DDInter636,Empagliflozin,DDInter373,Chromic chloride,Moderate
DDInter636,Empagliflozin,DDInter374,Chromium picolinate,Moderate
DDInter636,Empagliflozin,DDInter642,Enfortumab vedotin,Moderate
DDInter636,Empagliflozin,DDInter661,Erdafitinib,Moderate
DDInter636,Empagliflozin,DDInter678,Esterified estrogens,Moderate
DDInter683,Estrone sulfate,DDInter636,Empagliflozin,Moderate
DDInter684,Estrone sulfate (topical),DDInter636,Empagliflozin,Moderate
DDInter820,Ginseng,DDInter636,Empagliflozin,Moderate
DDInter844,Guanabenz,DDInter636,Empagliflozin,Moderate
DDInter845,Guanadrel,DDInter636,Empagliflozin,Moderate
DDInter980,Isavuconazonium,DDInter636,Empagliflozin,Moderate
DDInter636,Empagliflozin,DDInter1027,Lasmiditan,Moderate
DDInter636,Empagliflozin,DDInter1045,Levamlodipine,Moderate
DDInter1075,Liotrix,DDInter636,Empagliflozin,Moderate
DDInter636,Empagliflozin,DDInter1081,Lithium carbonate,Moderate
DDInter1087,Lonafarnib,DDInter636,Empagliflozin,Moderate
DDInter1102,Lumateperone,DDInter636,Empagliflozin,Moderate
DDInter1185,Methyldopa,DDInter636,Empagliflozin,Moderate
DDInter1439,Phendimetrazine,DDInter636,Empagliflozin,Moderate
DDInter1517,Pretomanid,DDInter636,Empagliflozin,Moderate
DDInter1555,Quinestrol,DDInter636,Empagliflozin,Moderate
DDInter636,Empagliflozin,DDInter1698,Somapacitan,Moderate
DDInter1766,Teprotumumab,DDInter636,Empagliflozin,Moderate
DDInter636,Empagliflozin,DDInter1799,"Thyroid, porcine",Moderate
DDInter636,Empagliflozin,DDInter1891,Tucatinib,Moderate
DDInter636,Empagliflozin,DDInter1892,Turmeric,Moderate
DDInter1070,Linagliptin,DDInter373,Chromic chloride,Moderate
DDInter1070,Linagliptin,DDInter614,Echinacea,Moderate
DDInter1070,Linagliptin,DDInter642,Enfortumab vedotin,Moderate
DDInter1070,Linagliptin,DDInter661,Erdafitinib,Moderate
DDInter1070,Linagliptin,DDInter678,Esterified estrogens,Moderate
DDInter683,Estrone sulfate,DDInter1070,Linagliptin,Moderate
DDInter684,Estrone sulfate (topical),DDInter1070,Linagliptin,Moderate
DDInter820,Ginseng,DDInter1070,Linagliptin,Moderate
DDInter980,Isavuconazonium,DDInter1070,Linagliptin,Moderate
DDInter1070,Linagliptin,DDInter1027,Lasmiditan,Moderate
DDInter1075,Liotrix,DDInter1070,Linagliptin,Moderate
DDInter1070,Linagliptin,DDInter1081,Lithium carbonate,Moderate
DDInter1102,Lumateperone,DDInter1070,Linagliptin,Moderate
DDInter1439,Phendimetrazine,DDInter1070,Linagliptin,Moderate
DDInter1070,Linagliptin,DDInter1698,Somapacitan,Moderate
DDInter1070,Linagliptin,DDInter1750,Tazemetostat,Moderate
DDInter1070,Linagliptin,DDInter1760,Telotristat ethyl,Moderate
DDInter1766,Teprotumumab,DDInter1070,Linagliptin,Moderate
DDInter1070,Linagliptin,DDInter1891,Tucatinib,Moderate
DDInter1070,Linagliptin,DDInter1892,Turmeric,Moderate
DDInter637,Emtricitabine,DDInter1435,Pexidartinib,Major
DDInter637,Emtricitabine,DDInter1578,Remdesivir,Moderate
DDInter1595,Rilpivirine,DDInter787,Frangula purshiana bark,Moderate
DDInter1595,Rilpivirine,DDInter614,Echinacea,Moderate
DDInter778,Fosaprepitant,DDInter1595,Rilpivirine,Moderate
DDInter1595,Rilpivirine,DDInter786,Fostemsavir,Moderate
DDInter1595,Rilpivirine,DDInter836,Goldenseal,Moderate
DDInter982,Isoetharine,DDInter1595,Rilpivirine,Moderate
DDInter1595,Rilpivirine,DDInter1034,Lemborexant,Moderate
DDInter1595,Rilpivirine,DDInter1063,Levosalbutamol,Moderate
DDInter1595,Rilpivirine,DDInter1329,Oliceridine,Moderate
DDInter1429,Perflutren,DDInter1595,Rilpivirine,Moderate
DDInter1595,Rilpivirine,DDInter1577,Relugolix,Moderate
DDInter1595,Rilpivirine,DDInter1658,Selpercatinib,Major
DDInter1595,Rilpivirine,DDInter1698,Somapacitan,Moderate
DDInter1595,Rilpivirine,DDInter1750,Tazemetostat,Moderate
DDInter1595,Rilpivirine,DDInter1760,Telotristat ethyl,Moderate
DDInter1921,Vasopressin,DDInter1595,Rilpivirine,Moderate
DDInter1595,Rilpivirine,DDInter1949,Voxelotor,Moderate
DDInter638,Enalapril,DDInter562,Dimenhydrinate,Moderate
DDInter638,Enalapril,DDInter723,Ferric carboxymaltose,Moderate
DDInter638,Enalapril,DDInter724,Ferric derisomaltose,Moderate
DDInter638,Enalapril,DDInter730,Ferumoxytol,Moderate
DDInter638,Enalapril,DDInter808,Garlic,Minor
DDInter638,Enalapril,DDInter976,Iron Dextran,Major
DDInter638,Enalapril,DDInter1045,Levamlodipine,Minor
DDInter638,Enalapril,DDInter1065,Licorice,Moderate
DDInter638,Enalapril,DDInter1081,Lithium carbonate,Major
DDInter638,Enalapril,DDInter1102,Lumateperone,Moderate
DDInter638,Enalapril,DDInter1329,Oliceridine,Moderate
DDInter638,Enalapril,DDInter1435,Pexidartinib,Major
DDInter638,Enalapril,DDInter1241,Monopotassium phosphate,Major
DDInter638,Enalapril,DDInter1578,Remdesivir,Moderate
DDInter638,Enalapril,DDInter1687,Sodium ferric gluconate complex,Moderate
DDInter1921,Vasopressin,DDInter638,Enalapril,Moderate
DDInter639,Enasidenib,DDInter193,Berotralstat,Major
DDInter1598,Rimegepant,DDInter639,Enasidenib,Moderate
DDInter639,Enasidenib,DDInter1896,Ubrogepant,Moderate
DDInter640,Encorafenib,DDInter193,Berotralstat,Major
DDInter640,Encorafenib,DDInter787,Frangula purshiana bark,Moderate
DDInter980,Isavuconazonium,DDInter640,Encorafenib,Major
DDInter982,Isoetharine,DDInter640,Encorafenib,Moderate
DDInter640,Encorafenib,DDInter1034,Lemborexant,Moderate
DDInter640,Encorafenib,DDInter1063,Levosalbutamol,Moderate
DDInter1045,Levamlodipine,DDInter640,Encorafenib,Moderate
DDInter640,Encorafenib,DDInter1081,Lithium carbonate,Moderate
DDInter640,Encorafenib,DDInter1329,Oliceridine,Moderate
DDInter1429,Perflutren,DDInter640,Encorafenib,Moderate
DDInter640,Encorafenib,DDInter1435,Pexidartinib,Major
DDInter640,Encorafenib,DDInter1577,Relugolix,Moderate
DDInter640,Encorafenib,DDInter1598,Rimegepant,Moderate
DDInter640,Encorafenib,DDInter1601,Ripretinib,Moderate
DDInter640,Encorafenib,DDInter1658,Selpercatinib,Major
DDInter640,Encorafenib,DDInter1698,Somapacitan,Moderate
DDInter640,Encorafenib,DDInter1760,Telotristat ethyl,Moderate
DDInter1891,Tucatinib,DDInter640,Encorafenib,Major
DDInter640,Encorafenib,DDInter1896,Ubrogepant,Moderate
DDInter1921,Vasopressin,DDInter640,Encorafenib,Moderate
DDInter640,Encorafenib,DDInter1949,Voxelotor,Major
DDInter640,Encorafenib,DDInter1959,Zanubrutinib,Major
DDInter1366,Oxycodone,DDInter175,Belladonna,Moderate
DDInter1366,Oxycodone,DDInter193,Berotralstat,Major
DDInter1366,Oxycodone,DDInter214,Bismuth subgallate,Moderate
DDInter1366,Oxycodone,DDInter215,Bismuth subsalicylate,Moderate
DDInter1366,Oxycodone,DDInter562,Dimenhydrinate,Moderate
DDInter1366,Oxycodone,DDInter614,Echinacea,Moderate
DDInter1366,Oxycodone,DDInter661,Erdafitinib,Moderate
DDInter1366,Oxycodone,DDInter778,Fosaprepitant,Major
DDInter1366,Oxycodone,DDInter784,Fospropofol,Moderate
DDInter1366,Oxycodone,DDInter836,Goldenseal,Moderate
DDInter1366,Oxycodone,DDInter980,Isavuconazonium,Major
DDInter1366,Oxycodone,DDInter1006,Kava,Moderate
DDInter1366,Oxycodone,DDInter1027,Lasmiditan,Moderate
DDInter1366,Oxycodone,DDInter1034,Lemborexant,Major
DDInter1366,Oxycodone,DDInter1045,Levamlodipine,Moderate
DDInter1366,Oxycodone,DDInter1059,Levomilnacipran,Moderate
DDInter1366,Oxycodone,DDInter1062,Levorphanol,Major
DDInter1366,Oxycodone,DDInter1081,Lithium carbonate,Moderate
DDInter1366,Oxycodone,DDInter1087,Lonafarnib,Major
DDInter1366,Oxycodone,DDInter1102,Lumateperone,Major
DDInter1366,Oxycodone,DDInter1129,Mebrofenin,Moderate
DDInter1366,Oxycodone,DDInter1163,Metaxalone,Major
DDInter1366,Oxycodone,DDInter1329,Oliceridine,Major
DDInter1366,Oxycodone,DDInter1372,Oxymorphone,Major
DDInter1366,Oxycodone,DDInter1644,Satralizumab,Moderate
DDInter1366,Oxycodone,DDInter1658,Selpercatinib,Moderate
DDInter1366,Oxycodone,DDInter1698,Somapacitan,Moderate
DDInter1366,Oxycodone,DDInter1750,Tazemetostat,Moderate
DDInter1366,Oxycodone,DDInter1760,Telotristat ethyl,Major
DDInter1366,Oxycodone,DDInter1891,Tucatinib,Major
DDInter1366,Oxycodone,DDInter1949,Voxelotor,Major
DDInter16,Acetohexamide,DDInter642,Enfortumab vedotin,Moderate
DDInter642,Enfortumab vedotin,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter90,Amprenavir,DDInter642,Enfortumab vedotin,Major
DDInter140,Aurothioglucose,DDInter642,Enfortumab vedotin,Moderate
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter642,Enfortumab vedotin,Major
DDInter183,Benznidazole,DDInter642,Enfortumab vedotin,Moderate
DDInter642,Enfortumab vedotin,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter221,Boceprevir,DDInter642,Enfortumab vedotin,Major
DDInter282,Candida albicans,DDInter642,Enfortumab vedotin,Moderate
DDInter341,Cerivastatin,DDInter642,Enfortumab vedotin,Moderate
DDInter642,Enfortumab vedotin,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter428,Coccidioides immitis spherule,DDInter642,Enfortumab vedotin,Moderate
DDInter475,Dapsone,DDInter642,Enfortumab vedotin,Moderate
DDInter623,Efalizumab,DDInter642,Enfortumab vedotin,Moderate
DDInter630,Elotuzumab,DDInter642,Enfortumab vedotin,Moderate
DDInter649,Enzalutamide,DDInter642,Enfortumab vedotin,Minor
DDInter666,Eribulin,DDInter642,Enfortumab vedotin,Moderate
DDInter669,Ertugliflozin,DDInter642,Enfortumab vedotin,Moderate
DDInter687,Etanercept,DDInter642,Enfortumab vedotin,Major
DDInter689,Ethambutol,DDInter642,Enfortumab vedotin,Moderate
DDInter694,Ethionamide,DDInter642,Enfortumab vedotin,Moderate
DDInter702,Etoposide,DDInter642,Enfortumab vedotin,Moderate
DDInter703,Etravirine,DDInter642,Enfortumab vedotin,Moderate
DDInter706,Exenatide,DDInter642,Enfortumab vedotin,Moderate
DDInter714,Fedratinib,DDInter642,Enfortumab vedotin,Moderate
DDInter735,Filgrastim,DDInter642,Enfortumab vedotin,Moderate
DDInter737,Fingolimod,DDInter642,Enfortumab vedotin,Major
DDInter743,Fluconazole,DDInter642,Enfortumab vedotin,Moderate
DDInter745,Fludarabine,DDInter642,Enfortumab vedotin,Moderate
DDInter769,Fluvastatin,DDInter642,Enfortumab vedotin,Moderate
DDInter825,Glimepiride,DDInter642,Enfortumab vedotin,Moderate
DDInter826,Glipizide,DDInter642,Enfortumab vedotin,Moderate
DDInter831,Glyburide,DDInter642,Enfortumab vedotin,Moderate
DDInter1682,Sodium aurothiomalate,DDInter642,Enfortumab vedotin,Moderate
DDInter837,Golimumab,DDInter642,Enfortumab vedotin,Major
DDInter858,Hepatitis A Vaccine,DDInter642,Enfortumab vedotin,Moderate
DDInter860,Hepatitis B Vaccine (Recombinant),DDInter642,Enfortumab vedotin,Moderate
DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,DDInter642,Enfortumab vedotin,Moderate
DDInter882,Hydralazine,DDInter642,Enfortumab vedotin,Moderate
DDInter893,Hydroxychloroquine,DDInter642,Enfortumab vedotin,Moderate
DDInter905,Idelalisib,DDInter642,Enfortumab vedotin,Major
DDInter909,Imatinib,DDInter642,Enfortumab vedotin,Moderate
DDInter917,Indinavir,DDInter642,Enfortumab vedotin,Major
DDInter923,Infliximab,DDInter642,Enfortumab vedotin,Major
DDInter642,Enfortumab vedotin,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter642,Enfortumab vedotin,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter934,Insulin human,DDInter642,Enfortumab vedotin,Moderate
DDInter929,Insulin aspart (aspart),DDInter642,Enfortumab vedotin,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter642,Enfortumab vedotin,Moderate
DDInter930,Insulin degludec,DDInter642,Enfortumab vedotin,Moderate
DDInter931,Insulin detemir,DDInter642,Enfortumab vedotin,Moderate
DDInter932,Insulin glargine,DDInter642,Enfortumab vedotin,Moderate
DDInter933,Insulin glulisine,DDInter642,Enfortumab vedotin,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter642,Enfortumab vedotin,Moderate
DDInter936,Insulin human (isophane),DDInter642,Enfortumab vedotin,Moderate
DDInter940,Insulin lispro,DDInter642,Enfortumab vedotin,Moderate
DDInter941,Insulin lispro (protamine),DDInter642,Enfortumab vedotin,Moderate
DDInter937,Insulin human (regular),DDInter642,Enfortumab vedotin,Moderate
DDInter939,Insulin human (zinc),DDInter642,Enfortumab vedotin,Moderate
DDInter938,Insulin human (zinc extended),DDInter642,Enfortumab vedotin,Moderate
DDInter942,"Interferon alfa-2a, Recombinant",DDInter642,Enfortumab vedotin,Moderate
DDInter943,Interferon alfa-2b,DDInter642,Enfortumab vedotin,Moderate
DDInter944,Interferon alfa-n1,DDInter642,Enfortumab vedotin,Moderate
DDInter946,Interferon alfacon-1,DDInter642,Enfortumab vedotin,Moderate
DDInter559,Diiodohydroxyquinoline,DDInter642,Enfortumab vedotin,Moderate
DDInter969,Ipilimumab,DDInter642,Enfortumab vedotin,Moderate
DDInter980,Isavuconazonium,DDInter642,Enfortumab vedotin,Moderate
DDInter986,Isoniazid,DDInter642,Enfortumab vedotin,Moderate
DDInter995,Itraconazole,DDInter642,Enfortumab vedotin,Major
